Id,Expected
6d3694abb47953b0e4909384b57bb6a0_1,676876 30 678156 30 679411 60 680691 60 681956 78 683236 78 684501 95 685781 95 687039 117 688319 117 689589 127 690861 135 692141 135 693421 138 694701 138 695979 140 696181 8 697259 140 697461 8 698536 143 698739 12 699816 143 700019 12 701089 150 701299 15 702369 150 702579 15 703646 153 703856 18 704926 153 705136 18 706206 153 706416 20 707486 153 707696 20 708686 10 708766 155 708974 22 709961 25 710046 155 710254 22 711241 25 711326 155 711534 22 712519 30 712606 155 712811 25 713799 30 713886 155 714091 25 715076 35 715166 158 715371 28 716356 35 716446 158 716651 28 717636 40 717726 160 717929 30 718916 40 719006 160 719209 30 720196 43 720286 160 720489 30 721476 43 721566 160 721769 30 722754 47 722846 163 723049 32 724034 47 724126 163 724329 32 725314 50 725406 165 725609 32 726594 50 726686 165 726889 32 727874 52 727966 168 728169 35 729156 53 729249 167 729449 35 730436 53 730529 167 730729 35 731716 53 731809 167 732006 40 732996 53 733089 167 733286 40 734276 55 734371 168 734566 40 735556 55 735651 168 735846 40 736836 58 736931 168 737124 42 738116 58 738211 168 738404 42 739396 58 739491 170 739684 45 740676 58 740771 170 740964 45 741959 57 742051 170 742244 45 743239 57 743331 170 743524 45 744519 57 744611 170 744806 43 745799 57 745891 170 746086 43 747079 57 747171 170 747366 43 748359 60 748451 170 748649 42 749639 60 749731 170 749929 42 750921 58 751011 170 751214 37 752201 58 752291 170 752494 37 753481 58 753571 170 753779 32 754761 58 754851 170 755059 32 756041 58 756129 172 756341 30 757321 58 757409 172 757621 30 758601 58 758689 170 758906 25 759881 58 759969 170 760186 25 761164 57 761249 170 761469 22 762444 57 762529 170 762749 22 763724 57 763806 170 764034 15 765004 57 765086 170 765314 15 766284 57 766366 170 767564 57 767646 168 768844 57 768926 168 770124 57 770206 165 771404 57 771486 165 772684 57 772766 160 773964 57 774046 160 775246 55 775326 155 776526 55 776606 155 777806 55 777886 150 779086 55 779166 150 779624 12 780366 55 780446 148 780904 12 781646 55 781726 148 782179 25 782929 52 783006 145 783456 38 784209 52 784286 143 784736 38 785489 52 785566 143 786016 45 786771 53 786846 138 787296 45 788051 53 788126 138 788574 50 789331 53 789406 135 789854 50 790611 53 790686 135 791134 52 791891 55 791966 133 792414 52 793171 55 793246 133 793694 55 794454 57 794526 108 794641 13 794974 55 795734 57 795806 108 795921 13 796251 58 797014 60 797084 105 797531 58 798294 60 798364 105 798811 58 799574 172 800091 58 800854 172 801371 60 802134 170 802651 60 803414 170 803931 60 804694 170 805211 63 805974 167 806491 63 807254 167 807771 63 808531 170 809051 63 809811 170 810331 63 811091 170 811611 63 812371 170 812891 65 813651 170 814171 65 814931 170 815451 65 816211 170 816731 65 817491 170 818009 70 818771 170 819289 70 820051 170 820569 70 821331 170 821849 70 822614 165 823129 70 823894 165 824406 75 825174 165 825686 75 826454 165 826966 75 827734 165 828246 75 829014 165 829526 75 830294 165 830806 75 831574 165 832086 78 832856 160 833366 78 834136 160 834644 80 835416 160 835924 80 836696 160 837204 80 837979 157 838484 80 839259 157 839761 83 840541 153 841041 85 841821 153 842321 85 843101 153 843599 87 844384 150 844879 87 845664 150 846159 87 846944 150 847439 87 848224 150 848716 90 849504 152 849996 90 850784 152 851274 92 852066 150 852554 92 853346 150 853834 92 854626 153 855114 92 855906 153 856391 98 857189 150 857671 98 858469 150 858951 98 859751 148 860229 100 861031 150 861509 100 862311 150 862786 103 863594 147 864066 103 864874 147 865344 105 866154 147 866624 105 867434 147 867899 110 868714 145 869179 110 869994 145 870459 110 871274 145 871739 110 872554 145 873016 113 873834 145 874296 113 875114 145 875576 113 876396 143 876856 113 877676 143 878139 110 878954 142 879419 112 880234 142 880699 112 881514 142 881979 112 882794 142 883259 112 884074 142 884539 112 885354 140 885819 112 886634 140 887099 112 887914 140 888379 112 889194 140 889661 110 890474 140 890941 110 891754 140 892221 110 893036 138 893501 110 894316 138 894781 110 895606 128 896061 110 896886 128 897341 110 898169 125 898621 110 899449 125 899901 110 900729 125 901184 107 902009 125 902464 107 903289 125 903744 107 904569 125 905024 107 905849 125 906304 107 907129 125 907584 107 908409 125 908864 107 909689 125 910144 107 910969 125 911424 105 912249 125 912704 105 913529 125 913986 103 914811 123 915266 103 916091 123 916546 103 917369 125 917826 103 918649 125 919106 103 919929 125 920389 100 921209 125 921669 100 922489 125 922949 100 923771 123 924229 100 925051 123 925509 100 926331 123 926789 100 927611 123 928069 97 928891 120 929349 97 930171 120 930631 95 931451 120 931911 95 932731 120 933191 95 934011 118 934471 95 935291 118 935751 95 936571 118 937031 95 937851 110 938311 95 939131 110 939594 92 940411 108 940874 92 941691 108 942154 92 942974 105 943434 92 944254 105 944714 92 945539 100 945994 92 946819 100 947276 88 948099 90 948196 3 948556 88 949379 90 949476 3 949836 88 950661 85 951116 88 951941 85 952396 88 953221 83 953679 85 954501 80 954959 85 955781 80 956239 85 957061 78 957519 85 958341 78 958801 80 959619 77 960081 80 960899 77 961361 80 962179 75 962641 80 963459 75 963921 80 964739 72 965201 80 966019 72 966484 75 967299 62 967764 75 968579 62 969044 75 969859 55 970324 75 971139 55 971604 72 972419 42 972886 70 973699 30 974166 70 974979 30 975446 68 976259 17 976726 68 977539 17 978009 65 978821 10 979289 65 980101 10 980569 62 981849 62 983129 60 984409 60 985691 58 986971 58 988251 55 989531 55 990814 50 992094 47 993374 47 994656 43 995936 43 997216 40 998496 40 999779 35 1001059 35 1002339 32 1003619 32 1004901 25 1006181 25 1007464 20 1008744 20 1010026 13 1033961 3 1035241 3 1036521 3 1037801 3 1039081 3 1040361 3 1041641 5 1042921 5 1044201 5 1045481 5 1046761 5 1048041 5 1049324 2 1050604 5 1051884 5 1053164 5 1054444 5 1055724 2 1057004 2 1058284 2 1059564 2 1060844 2 1062124 2
5026b3550534bca540e24f489284b8e6_0,535608 13 536888 13 538166 15 539446 15 540723 18 542003 18 543281 20 544561 20 545838 23 547118 23 548396 25 549673 28 550953 28 552233 28 553513 28 554791 32 556071 32 557348 35 558628 35 559908 40 561188 40 562466 45 563746 45 565023 53 566303 53 567583 78 568863 78 570141 85 571421 85 572698 93 573978 93 575258 93 576538 93 577816 97 579096 97 580373 100 581653 100 582933 103 584213 103 585491 105 586771 105 588051 107 589331 107 590608 110 591888 110 593166 115 594446 117 595726 117 597003 128 598283 128 599563 133 600843 133 602121 140 603401 140 604678 145 604871 22 605958 145 606151 22 607238 150 607428 28 608518 150 608708 28 609796 155 609986 32 611076 155 611266 32 612353 160 612543 35 613633 160 613823 35 614913 163 615093 48 616193 163 616373 48 617471 230 618751 230 620031 232 621311 232 622591 232 623871 232 625148 235 626428 235 627708 235 628988 235 630266 237 631546 237 632826 237 634106 237 635386 237 636663 243 637943 243 639223 243 640503 243 641781 245 643061 245 644341 245 645621 245 646901 247 648181 247 649458 250 650738 250 652018 250 653298 250 654578 253 655858 253 657136 255 658416 255 659696 257 660976 257 662256 260 663536 260 664816 263 666096 263 667373 271 668653 271 669933 273 671213 273 672493 276 673773 276 675053 278 676333 278 677611 283 678891 283 680171 283 681451 285 682731 285 684008 288 685288 288 686568 291 687848 291 689128 291 690408 291 691686 295 692966 295 694246 295 695526 295 696806 295 698086 295 699366 298 700646 298 701923 301 703203 301 704483 301 705763 301 707043 303 708323 303 709601 305 710881 305 712161 305 713441 305 714721 308 716001 308 717278 311 718558 311 719838 313 721118 313 722398 313 723678 313 724956 315 726236 318 727516 318 728796 318 730076 318 731356 320 732636 320 733916 320 735196 320 736476 320 737756 320 739036 323 740316 323 741596 323 742876 323 744153 326 745433 326 746713 328 747993 328 749273 328 750553 328 751833 328 753113 328 754393 331 755673 331 756953 331 758233 331 759513 331 760793 331 762076 328 763356 328 764638 328 765918 328 767201 325 768483 323 769763 323 771046 320 772326 320 773608 318 774888 318 776171 315 777451 315 778731 315 780011 315 781293 313 782573 313 783856 310 785136 310 786416 310 787696 310 788976 310 790256 310 791538 258 791801 45 792818 258 793081 45 794098 255 794361 45 795378 255 795641 45 796661 250 796924 42 797941 250 798204 42 799221 245 799484 42 800501 245 800764 42 801783 240 802044 42 803063 240 803324 42 804343 235 804604 42 805623 235 805884 42 806906 230 807164 40 808186 230 808444 40 809466 227 809726 38 810746 227 811006 38 812028 223 812286 38 813308 223 813569 32 814588 223 814849 32 815868 220 816131 30 817148 220 817411 30 818431 217 818696 25 819711 217 819976 25 820991 215 821261 18 822271 215 822541 18 823551 215 823834 5 824831 215 825114 5 826113 213 827393 213 828673 210 829953 210 831233 210 832513 210 833796 205 835076 205 836356 205 837636 205 838916 202 840196 202 841478 200 842758 200 844038 198 845318 198 846601 195 847881 195 849161 192 850441 192 851723 190 853003 190 854286 185 855566 185 856848 183 858131 177 859411 177 860693 173 861973 173 863253 173 864533 173 865816 167 867096 167 868378 165 869658 165 870941 160 872221 160 873503 158 874783 158 876066 152 877346 152 878628 150 879908 150 881191 147 882471 147 883753 143 885033 143 886316 137 887596 137 888878 133 890158 133 891441 127 892721 127 894003 120 895283 120 896566 112 897846 112 899131 102 900416 87 901696 87 902986 40 904266 40
5026b3550534bca540e24f489284b8e6_1,
e1797c77826f9a7021bab9fc73303988_0,
e1797c77826f9a7021bab9fc73303988_1,640748 38 642028 38 643301 58 644581 58 645853 71 647133 71 648411 78 649691 78 650966 88 652243 96 653523 96 654801 103 656081 103 657356 113 658636 113 659913 123 661193 123 662471 130 663751 130 665028 138 666308 138 667586 145 668866 145 670143 151 671421 158 672701 158 673978 166 675258 166 676536 170 677816 170 679093 178 680373 178 681651 185 682931 185 684208 193 685488 193 686766 198 688046 198 689323 203 690601 208 691881 208 693158 213 694438 213 695716 218 696996 218 698273 223 699553 223 700833 223 702113 223 703391 228 704671 228 705948 233 707228 233 708506 238 709786 240 711066 240 712343 246 713623 246 714901 250 716181 250 717461 253 718741 253 720018 258 721298 258 722578 261 723858 261 725136 265 726416 265 727696 268 728976 270 730256 270 731536 270 732816 270 734096 273 735376 273 736656 275 737936 275 739213 281 740493 281 741773 281 743053 281 744333 283 745613 283 746893 286 748173 286 749453 286 750733 288 752013 288 753293 291 754573 291 755853 293 757133 293 758413 293 759693 293 760973 296 762253 296 763533 298 764813 298 766093 298 767373 301 768653 301 769933 301 771213 301 772493 303 773773 303 775053 303 776333 303 777613 306 778893 306 780173 306 781453 306 782736 305 784016 308 785296 308 786576 308 787856 308 789136 308 790416 308 791696 310 792976 310 794256 310 795536 310 796816 313 798096 313 799376 313 800656 313 801936 313 803218 313 804498 313 805778 313 807058 313 808338 313 809618 313 810898 316 812178 316 813461 313 814741 313 816021 313 817301 313 818581 313 819861 313 821143 311 822423 311 823703 311 824983 311 826263 311 827546 310 828826 310 830106 310 831386 310 832666 310 833946 310 835228 308 836508 308 837788 308 839068 308 840351 305 841631 305 842911 305 844191 305 845471 305 846753 303 848033 303 849313 301 850593 301 851876 298 853156 298 854438 296 855718 296 856998 296 858278 296 859561 293 860843 291 862123 291 863406 288 864686 288 865968 283 867248 283 868531 280 869811 280 871096 275 872376 275 873656 275 874936 275 876218 271 877498 271 878781 268 880063 266 881343 266 882626 263 883906 263 885188 258 886468 258 887751 255 889031 255 890311 255 891591 255 892873 253 894153 253 895436 248 896716 248 897998 246 899281 240 900561 240 901843 236 903123 236 904408 228 905688 228 906973 216 908253 216 909543 203 910823 203 912113 188 913393 188 914679 180 915959 180 917241 178 918521 175 919801 175 921084 170 922364 170 923644 167 924924 167 926204 165 927484 165 928764 162 930044 162 931326 158 932606 158 933889 155 935169 152 936449 152 937731 150 939011 150 940294 147 941574 147 942859 142 944139 142 945421 140 946701 140 947986 135 949266 135 950549 135 951829 135 953114 130 954396 128 955676 128 956959 125 958239 125 959521 123 960801 123 962084 120 963364 120 964646 118 965926 118 967209 112 968489 112 969771 110 971051 110 972331 110 973614 105 974894 105 976176 103 977456 103 978739 100 980019 100 981301 95 982581 95 983864 92 985144 92 986426 88 987706 88 988986 85 990266 85 991549 82 992829 80 994109 80 995389 77 996669 77 997949 77 999229 77 1000509 75 1001789 75 1003069 75 1004349 75 1005629 72 1006909 72 1008191 70 1009471 70 1010751 68 1012034 65 1013314 65 1014596 63 1015876 63 1017159 57 1018439 57 1019721 53 1021001 53 1022284 47 1023564 47 1024846 43 1026126 43 1027409 35 1028689 35 1029971 25 1031254 20 1032534 20 1033814 17 1035094 17 1036376 13 1037656 13 1038936 10 1040216 10 1041501 3 1042781 3
461c2a337948a41964c1d4f50a5f3601_0,343824 25 345104 25 346376 40 347656 40 348931 50 350211 50 351486 60 352766 60 354041 70 355321 70 356596 78 357876 78 359153 86 360433 86 361711 90 362991 90 364268 98 365548 98 366826 103 368106 103 369383 108 370663 108 371941 113 373221 113 374498 118 375776 123 377056 123 378336 123 379616 123 380893 128 382173 128 383451 130 384731 130 386011 133 387291 133 388571 133 389851 133 391128 136 392408 136 393688 138 394968 138 396246 140 397526 140 398806 140 400086 140 401363 146 402643 146 403923 146 405203 146 406483 146 407763 146 409041 150 410321 150 411601 150 412881 150 414158 153 415438 153 416718 153 417996 158 419276 158 420556 158 421836 158 423113 161 424393 161 425673 161 426953 161 428233 161 429513 161 430791 165 432071 165 433351 165 434631 165 435911 165 437191 165 438468 168 439748 168 441028 168 442308 168 443588 171 444868 171 446148 171 447428 171 448708 173 449988 173 451266 175 452546 175 453826 175 455106 175 456386 178 457666 178 458946 178 460226 178 461506 178 462786 178 464066 178 465346 178 466626 178 467903 181 469183 181 470463 178 471743 178 473023 178 474303 178 475583 178 476863 178 478143 178 479423 178 480703 178 481983 178 483261 180 484541 180 485821 180 487101 180 488381 180 489661 180 490941 183 492221 183 493501 183 494781 183 496061 185 497341 185 498621 188 499901 188 501181 190 502461 190 503741 193 505021 193 506301 195 507581 195 508861 195 510141 198 511421 198 512701 198 513981 198 515261 198 516541 198 517821 195 519101 195 520381 195 521661 195 522941 195 524221 195 525501 195 526781 195 528061 198 529341 198 530621 203 531901 203 533181 205 534461 205 535741 208 537021 208 538301 213 539581 213 540861 215 542141 215 543421 218 544701 218 545981 223 547261 223 548541 225 549821 228 551101 228 552383 228 553663 228 554943 231 556223 231 557503 231 558783 231 560063 233 561343 233 562623 233 563903 233 565183 233 566463 233 567743 233 569023 233 570303 233 571583 233 572866 230 574146 230 575426 143 575574 80 576706 143 576854 80 577986 135 578141 73 579266 135 579421 73 580546 130 580704 70 581826 130 581984 70 583106 120 583269 65 584386 120 584549 65 585666 115 585831 60 586946 115 587111 60 588226 108 588394 57 589506 108 589674 57 590788 101 590956 55 592068 101 592236 55 593348 96 593519 52 594628 96 594801 48 595908 96 596081 48 597188 93 597364 45 598468 93 598644 45 599751 90 599926 40 601031 90 601206 40 602311 88 602489 37 603591 88 603769 37 604871 88 605051 35 606151 88 606331 35 607431 88 607614 30 608711 88 608894 30 609993 83 610176 28 611273 83 611456 28 612553 83 612739 25 613833 83 614019 25 615113 83 615299 22 616393 83 616579 22 617676 78 617861 20 618956 78 619141 20 620236 75 620424 17 621516 75 621704 17 622798 73 622986 15 624078 73 624266 15 625358 71 625549 12 626638 71 626829 12 627921 65 628109 12 629201 65 629389 12 630481 63 630671 13 631761 63 631951 13 633043 58 633231 15 634323 58 634511 15 635606 53 635791 18 636888 48 637071 20 638168 48 638351 20 639451 43 639631 20 640731 43 640911 20 642016 33 642191 23 643296 33 643471 23 644588 5 644754 22 645868 5 646034 22 647314 22 648594 22 649874 22 651154 22 652434 25 653714 25 654994 25 656274 25 657554 25 658834 25 660116 23 661396 23 662676 25 663956 25 665236 25 666516 25 667799 22 667824 2 667831 8 669079 22 669104 2 669111 8 670359 47 671639 47 672921 48 674201 48 675481 50 676761 50 678044 50 679324 50 680606 48 681899 35 683179 35 684464 27 685744 27 687026 23 688306 23 689591 13 690871 13
461c2a337948a41964c1d4f50a5f3601_1,
1002ec4a1fe748f3085f1ce88cbdf366_0,
1002ec4a1fe748f3085f1ce88cbdf366_1,492261 20 493533 33 494813 33 496091 40 497371 40 498646 48 499926 48 501203 53 502483 53 503761 55 505041 55 506318 61 507598 61 508878 63 510158 63 511436 65 512716 65 513996 68 515276 68 516553 71 517833 71 519113 73 520391 78 521671 78 522951 78 524231 78 525511 80 526791 80 528071 80 529351 80 530216 15 530628 86 531496 15 531908 86 532768 28 533188 88 534048 28 534468 88 535321 40 535748 88 536601 40 537028 88 537878 45 538308 91 539158 45 539588 91 540433 53 540868 91 541713 53 542148 91 542991 57 543428 93 544271 57 544708 93 545551 57 545988 96 546828 63 547268 96 548108 63 548548 96 549388 63 549828 98 550668 63 551108 98 551946 67 552388 98 553226 67 553668 98 554506 67 554948 101 555786 67 556228 101 557066 70 557508 103 558346 70 558788 103 559626 70 560068 103 560906 70 561348 103 562183 73 562628 106 563463 73 563908 106 564743 75 565188 108 566023 75 566468 108 567303 75 567748 108 568583 75 569028 108 569863 78 570311 108 571143 78 571591 108 572423 78 572871 108 573703 78 574151 110 574983 78 575431 110 576263 80 576711 110 577543 80 577991 110 578821 82 579271 113 580101 82 580551 113 581381 85 581833 111 582661 85 583113 111 583941 85 584393 113 585221 85 585673 113 586501 85 586953 113 587781 85 588233 113 589061 87 589513 116 590341 87 590793 116 591621 87 592076 113 592901 87 593356 113 594181 87 594636 115 595461 87 595916 115 596743 85 597196 115 598023 85 598476 115 599303 85 599758 116 600583 88 601038 116 601863 88 602318 116 603143 88 603598 116 604423 88 604878 116 605706 85 606161 113 606986 85 607441 113 608266 82 608721 115 609546 82 610001 115 610826 82 611281 115 612106 82 612561 115 613388 80 613841 115 614668 80 615121 115 615948 80 616401 115 617228 80 617681 115 618511 77 618963 113 619791 77 620243 113 621071 77 621523 113 622351 77 622803 113 623633 73 624083 113 624913 73 625363 113 626193 73 626643 113 627476 70 627923 113 628756 70 629203 113 630036 70 630481 115 631316 70 631761 115 632598 65 633041 115 633878 65 634321 115 635158 65 635601 115 636438 65 636881 115 637721 60 638161 115 639001 60 639441 115 640283 58 640691 2 640721 113 641563 58 641971 2 642001 113 642846 52 643246 12 643281 113 644126 52 644526 12 644561 113 645408 50 645803 20 645841 113 646688 50 647083 20 647121 113 647971 47 648363 23 648398 116 649251 47 649643 23 649678 116 650533 43 650923 23 650958 113 651816 40 652201 27 652238 113 653096 40 653481 27 653518 113 654378 35 654761 27 654798 113 655658 35 656041 27 656078 113 656941 30 657318 30 657358 111 658221 30 658598 30 658638 111 659508 20 659876 32 659918 111 660788 20 661156 32 661198 111 662428 43 662478 108 663708 43 663758 108 664963 183 666243 183 667518 186 668798 186 670078 183 671358 183 672636 183 673916 183 675193 186 676473 186 677753 183 679033 181 680313 181 681591 178 682871 178 684151 175 685431 175 686711 173 687991 173 689271 168 690551 168 691831 165 693111 165 694388 163 695668 163 696948 153 698228 153 699508 138 700788 138 702071 122 703351 122 704631 120 705911 117 707191 117 708471 117 709751 117 711031 117 712311 117 713591 117 714871 117 716151 120 717431 120 718711 120 719991 120 721271 120 722551 120 723831 120 725111 120 726391 120 727671 120 728951 120 730231 120 731511 122 732791 122 734071 122 735348 125 736628 125 737908 125 739188 125 740468 125 741748 125 743028 125 744308 125 745588 125 746868 125 748148 125 749428 125 750708 125 751988 125 753268 128 754548 128 755831 125 757111 125 758391 125 759671 125 760951 125 762231 122 763511 122 764793 120 766073 120 767353 120 768633 120 769916 117 771196 117 772478 115 773758 115 775038 115 775316 13 776318 115 776596 13 777403 23 777601 112 777871 20 778683 23 778881 112 779151 20 779958 35 780163 110 780429 25 781238 35 781443 110 781709 25 782513 45 782726 107 782986 33 783793 45 784006 107 784266 33 785071 52 785286 107 785544 37 786348 58 786568 103 786821 43 787628 58 787848 103 788101 43 788908 60 789131 100 789381 45 790188 60 790411 100 790661 45 791466 65 791693 98 791939 47 792746 65 792973 98 793219 47 794026 67 794256 95 794499 50 795306 67 795536 95 795779 50 796586 70 796821 87 797056 55 797866 70 798101 87 798336 55 799146 72 799383 85 799616 55 800426 72 800663 85 800896 55 801706 72 801946 82 802176 58 802986 72 803226 82 803456 58 804266 75 804511 75 804736 58 805546 75 805791 75 806016 58 806823 78 807073 73 807296 58 808103 78 808353 73 808576 58 809383 78 809636 67 809854 62 810663 78 810916 67 811134 62 811943 80 812198 65 812414 62 813223 80 813481 60 813694 62 814503 80 814761 60 814974 62 815783 80 816043 55 816254 65 817063 80 817323 55 817534 65 818343 83 818606 50 818814 65 819623 83 819886 50 820094 65 820903 83 821168 45 821374 65 822183 83 822448 45 822654 65 823463 83 823731 40 823934 65 824743 83 825011 40 825214 65 826023 85 826293 33 826494 65 827303 85 827573 33 827774 65 828583 85 828858 23 829054 65 829863 85 830138 23 830334 65 831143 85 831614 67 832423 85 832894 67 833706 82 834176 65 834986 82 835456 65 836266 85 836736 65 837546 85 838016 65 838826 85 839296 65 840106 85 840576 68 841386 85 841856 68 842666 85 843136 68 843946 85 844416 68 845226 85 845696 68 846506 85 846976 68 847786 85 848256 68 849066 85 849536 68 850346 85 850819 67 851626 85 852099 67 852906 85 853379 67 854186 85 854659 67 855468 83 855939 67 856748 83 857219 67 858028 83 858501 65 859308 83 859781 65 860588 83 861061 65 861868 83 862341 65 863148 83 863624 65 864428 83 864904 65 865708 83 866184 65 866988 83 867466 63 868268 83 868746 63 869548 83 870029 60 870828 83 871309 60 872111 77 872589 60 873391 77 873869 60 874671 77 875151 58 875951 77 876431 58 877231 77 877716 53 878511 77 878996 53 879791 75 880281 48 881071 75 881561 48 882353 73 882856 33 883633 73 884136 33 884913 73 885424 25 886193 73 886704 25 887473 70 887986 23 888753 70 889266 23 890036 67 890549 20 891318 63 891831 18 892598 63 893111 18 893881 57 894394 12 895161 57 895674 12 896443 50 896959 5 897723 50 898239 5 899008 40 900288 40 901576 22 902856 22
df366e057db382b8564872a27301a654_0,258893 15 260173 15 261453 20 262733 20 264011 27 265291 27 266571 32 267851 32 269131 37 270411 37 271691 40 272971 40 274251 45 275531 45 276811 47 278091 47 279368 53 280611 25 280646 57 281891 25 281926 57 283166 97 284446 97 285721 105 287001 105 288278 110 289558 110 290838 113 292118 113 293396 117 294676 117 295956 120 297236 120 298513 123 299793 123 301073 125 302353 125 303631 130 304911 130 306191 132 307468 135 308748 135 310026 140 311306 140 312583 145 313863 145 315141 147 316421 147 317698 150 318978 150 320258 153 321538 153 322816 155 324096 155 325376 157 326656 157 327933 160 329213 160 330493 163 331773 163 333053 163 334333 165 335613 165 336896 162 338176 162 339456 165 340736 165 342018 163 343298 163 344581 162 345861 162 347146 157 348426 157 349708 158 350988 158 352268 160 353548 160 354828 163 356108 163 357386 165 358666 165 359941 175 361213 185 362493 185 363771 190 365051 190 366328 193 367608 193 368888 195 370168 195 371448 195 372728 195 374006 200 375286 200 376566 202 377846 202 379126 205 380406 205 381683 210 382963 210 384243 210 385523 213 386803 213 388081 215 389361 215 390641 217 391921 217 393201 217 394481 217 395758 220 397038 220 398318 223 399598 223 400878 223 402158 223 403438 223 404718 223 405998 223 407278 223 408556 227 409836 227 411116 227 412396 227 413676 227 414956 230 416236 230 417516 230 418796 230 420076 230 421356 230 422636 232 423916 232 425196 232 426476 232 427756 232 429036 232 430316 235 431596 235 432876 235 434156 235 435436 235 436716 235 437996 237 439278 235 440558 235 441838 235 443118 235 444398 238 445678 238 446958 238 448238 238 449521 237 450801 237 452081 237 453361 237 454641 237 455921 237 457203 235 458483 235 459763 30 459803 198 461043 30 461083 198 462323 18 462368 193 463603 18 463648 193 464886 10 464933 188 466166 5 466216 185 467446 5 467496 185 468778 183 470058 183 471341 182 472621 182 473903 180 475183 180 476463 180 477743 180 479026 177 480306 177 481586 177 482866 177 484146 177 485426 177 486708 175 487988 175 489268 175 490548 175 491831 172 493113 173 494393 173 495676 170 496956 170 498238 168 499518 168 500801 165 502081 165 503363 163 504643 163 505923 163 507203 163 508486 160 509766 160 511046 160 512326 160 513608 158 514888 158 516171 155 517451 155 518733 150 520018 145 521298 145 522583 140 523863 140 525146 137 526426 137 527711 132 528991 132 530273 130 531553 130 532836 127 534116 127 535398 123 536678 123 537961 122 539241 122 540521 122 541801 122 543083 120 544363 120 545643 120 546926 117 548206 117 549486 117 550766 117 552048 118 553328 118 554608 118 555888 118 557173 113 558453 113 559736 110 561016 110 562301 105 563581 105 564863 103 566143 103 567428 98 568708 98 569991 95 571271 95 572553 95 573838 90 575118 90 576401 87 577681 87 578963 85 580243 85 581526 82 582806 82 584088 80 585368 80 586653 75 587933 75 589216 70 590496 70 591778 68 593058 68 594341 65 595621 65 596906 60 598186 60 599488 38 600776 30 602056 30 603341 25 604621 25 605903 20 607183 20 608466 17 609746 17 611026 17 612306 17 613588 13 614868 13 616148 10 617428 10 618708 10 619988 10 621271 5 622551 5
